Age,Gender,Education,Years_of_Experience,Platforms_Worked,Weekly_Work_Hours,Monthly_Income,Active_Platforms,Top_Challenges,Order_Cancellation_Freq,Confidence_Road_Safety,Training_Interests,Preferred_Learning_Mode,Preferred_Training_Time,Training_Motivation,Mobile_App_Comfort,GPS_Usage_Freq,Follows_Tips_Online,Online_Community_Member,Interested_in_RiderBoost,Recommend_Score,Willingness_to_Pay,Expected_Benefit
30,Male,High School,2,"Talabat, Deliveroo, DoorDash",53,1715,2,"Unsafe conditions, Navigation issues, Fatigue",Sometimes,5,"Communication skills, Customer service",Audio,Weekends,"Better income, Career growth",2,Always,Yes,No,No,9,11,Better income
40,Female,High School,0,"DoorDash, Uber Eats, Deliveroo",50,2618,1,"Unsafe conditions, Fatigue",Sometimes,3,Route optimization,Audio,Evenings,"Career growth, Better income, Peer competition",2,Often,No,No,Yes,4,0,Social recognition
50,Male,College,5,"Talabat, Deliveroo",40,1708,3,Customer complaints,Sometimes,1,"Route optimization, Communication skills, Safety practices, Fitness and health",Videos,Evenings,"Better income, Certification, Skill-building",5,Rarely,No,Yes,Yes,9,9,Better income
26,Female,College,1,"Deliveroo, Talabat",53,1790,2,"Navigation issues, Customer complaints",Often,1,"Communication skills, Fitness and health, Safety practices",Audio,Evenings,"Career growth, Skill-building",5,Often,No,Yes,No,7,9,Fewer complaints
26,Female,College,5,DoorDash,31,1559,2,"Fatigue, Navigation issues",Sometimes,5,"Route optimization, Communication skills, Fitness and health, Safety practices",Videos,Flexible,Better income,4,Always,No,No,Yes,9,8,Social recognition
38,Male,College,6,"Zomato, DoorDash",56,2349,2,Low pay,Sometimes,4,Fitness and health,Interactive app,Flexible,Peer competition,3,Sometimes,No,Yes,Yes,7,21,Health & safety
35,Male,High School,2,"DoorDash, Uber Eats",33,2780,1,"Fatigue, Navigation issues, Unsafe conditions",Often,3,"Customer service, Route optimization",Reading materials,Mornings,"Certification, Better income, Peer competition",1,Sometimes,Yes,Yes,Maybe,10,12,"Faster delivery, Social recognition"
45,Male,High School,2,Other,48,2025,1,"Unsafe conditions, Low pay",Sometimes,1,"Safety practices, Customer service, Fitness and health",Audio,Evenings,"Peer competition, Career growth, Better income",1,Always,No,Yes,Yes,4,29,Faster delivery
35,Male,High School,2,"Deliveroo, Uber Eats",37,1841,2,"Customer complaints, Unsafe conditions, Fatigue",Sometimes,5,"Communication skills, Customer service, Safety practices, Route optimization",Videos,Evenings,"Peer competition, Certification, Better income",2,Always,No,Yes,Yes,8,13,Fewer complaints
27,Male,High School,3,DoorDash,51,1818,1,Customer complaints,Sometimes,4,"Route optimization, Customer service, Safety practices",Videos,Evenings,"Skill-building, Peer competition, Career growth",2,Always,No,No,Yes,4,27,Fewer complaints
35,Female,College,1,Uber Eats,45,608,1,"Unsafe conditions, Fatigue",Never,1,"Customer service, Communication skills, Fitness and health",Audio,Evenings,"Better income, Skill-building, Career growth",3,Often,Yes,No,No,8,17,Social recognition
39,Female,College,2,"Uber Eats, Talabat, Other",29,2173,2,Unsafe conditions,Sometimes,2,Customer service,In-person,Evenings,"Career growth, Better income",4,Sometimes,Yes,No,Yes,8,18,Health & safety
37,Female,High School,6,Other,49,1867,2,"Fatigue, Customer complaints",Sometimes,5,"Communication skills, Fitness and health, Customer service",Videos,Weekends,"Peer competition, Certification",5,Always,No,Yes,Yes,6,8,Faster delivery
34,Female,High School,4,Talabat,39,2014,1,"Customer complaints, Unsafe conditions, Low pay",Always,3,Fitness and health,Audio,Evenings,"Skill-building, Certification",4,Rarely,Yes,Yes,Maybe,5,1,Health & safety
39,Female,College,1,"DoorDash, Deliveroo",54,1444,2,Customer complaints,Often,4,Customer service,Videos,Weekends,Career growth,1,Always,Yes,No,No,6,14,Faster delivery
39,Female,College,0,Uber Eats,45,1608,3,"Fatigue, Navigation issues",Sometimes,5,"Safety practices, Customer service",In-person,Evenings,"Peer competition, Skill-building",4,Often,No,Yes,Maybe,7,32,Social recognition
41,Male,High School,2,Deliveroo,49,1594,2,Customer complaints,Rarely,1,"Fitness and health, Communication skills, Customer service",Reading materials,Flexible,"Skill-building, Career growth",4,Always,Yes,No,Yes,8,10,"Social recognition, Fewer complaints"
35,Female,Graduate Degree,3,"DoorDash, Deliveroo",35,2311,1,"Fatigue, Navigation issues, Unsafe conditions",Rarely,5,"Route optimization, Safety practices",In-person,Flexible,"Better income, Certification",2,Often,No,No,Yes,10,9,"Faster delivery, Health & safety"
29,Female,Graduate Degree,4,"Deliveroo, Other",39,1611,1,"Unsafe conditions, Navigation issues, Fatigue",Sometimes,5,Customer service,Interactive app,Weekends,"Certification, Skill-building, Peer competition",3,Often,No,Yes,Yes,9,13,Better income
31,Male,High School,2,"Zomato, DoorDash, Other",40,2841,1,Low pay,Sometimes,1,"Fitness and health, Communication skills, Safety practices, Route optimization",Audio,Evenings,"Better income, Certification, Peer competition",5,Always,Yes,Yes,Yes,6,33,Faster delivery
40,Male,High School,4,Other,54,2015,1,Fatigue,Rarely,2,"Safety practices, Communication skills, Fitness and health, Customer service",In-person,Flexible,"Better income, Certification, Peer competition",5,Often,No,Yes,Yes,8,23,Better income
57,Male,College,7,"DoorDash, Talabat, Zomato",62,1162,1,"Low pay, Customer complaints",Sometimes,4,"Route optimization, Fitness and health",Reading materials,Flexible,"Skill-building, Certification",4,Often,No,No,Yes,9,27,"Faster delivery, Better income"
33,Male,Graduate Degree,5,"Uber Eats, Deliveroo",37,1736,1,"Customer complaints, Navigation issues, Unsafe conditions",Rarely,1,"Customer service, Route optimization, Communication skills",Videos,Evenings,"Better income, Skill-building, Career growth",1,Always,Yes,Yes,Yes,6,0,"Health & safety, Social recognition"
27,Female,College,3,"Other, DoorDash, Talabat",56,1474,1,"Customer complaints, Fatigue, Unsafe conditions",Always,5,"Communication skills, Safety practices, Customer service, Fitness and health",Audio,Evenings,Better income,1,Often,Yes,No,No,8,7,"Social recognition, Health & safety"
30,Male,High School,3,"Talabat, Uber Eats, Zomato",23,703,3,Fatigue,Rarely,5,Fitness and health,In-person,Flexible,Peer competition,1,Often,No,Yes,No,4,7,"Social recognition, Fewer complaints"
40,Male,High School,2,"Other, Talabat, Zomato",33,2600,1,Unsafe conditions,Always,3,"Communication skills, Customer service",Reading materials,Evenings,Career growth,3,Often,Yes,Yes,Yes,6,26,"Fewer complaints, Health & safety"
32,Non-binary,College,5,"Talabat, Other, DoorDash",35,2152,2,Fatigue,Always,5,Communication skills,In-person,Mornings,"Peer competition, Career growth",3,Sometimes,Yes,Yes,Yes,4,22,Social recognition
30,Male,College,2,"Talabat, DoorDash",31,2067,2,Navigation issues,Sometimes,1,"Safety practices, Fitness and health, Customer service, Route optimization",Interactive app,Evenings,Career growth,5,Rarely,Yes,Yes,Yes,7,26,"Faster delivery, Better income"
19,Male,High School,3,"Talabat, DoorDash, Deliveroo",29,1883,1,"Fatigue, Customer complaints",Often,3,Customer service,Audio,Flexible,"Peer competition, Certification",3,Always,Yes,No,Yes,6,0,Better income
36,Male,College,3,"Other, DoorDash",49,1109,3,"Low pay, Fatigue, Unsafe conditions",Sometimes,5,"Fitness and health, Safety practices, Customer service, Communication skills",Videos,Flexible,"Peer competition, Career growth, Better income",4,Always,Yes,Yes,Yes,6,26,"Fewer complaints, Better income"
35,Female,College,2,"Uber Eats, Deliveroo",43,1558,2,Low pay,Sometimes,1,"Safety practices, Customer service, Route optimization",Reading materials,Weekends,"Skill-building, Certification",3,Often,No,Yes,Yes,9,22,"Health & safety, Social recognition"
47,Female,College,0,"Talabat, Deliveroo",49,2221,1,"Fatigue, Navigation issues",Sometimes,4,"Fitness and health, Communication skills, Customer service",In-person,Mornings,"Skill-building, Career growth",1,Often,No,No,Maybe,7,6,"Fewer complaints, Better income"
28,Male,College,4,"DoorDash, Talabat, Other",52,1274,2,"Navigation issues, Customer complaints",Sometimes,4,"Route optimization, Communication skills, Safety practices, Customer service",Audio,Flexible,Skill-building,4,Always,Yes,Yes,Maybe,9,13,"Health & safety, Faster delivery"
32,Female,College,3,"DoorDash, Zomato",48,600,1,"Customer complaints, Low pay",Sometimes,5,"Safety practices, Communication skills, Fitness and health",In-person,Mornings,"Peer competition, Certification, Better income",2,Always,Yes,Yes,No,10,6,Faster delivery
32,Male,High School,4,"Uber Eats, Talabat, Zomato",52,1686,2,"Low pay, Fatigue",Sometimes,4,"Safety practices, Customer service",Audio,Evenings,"Career growth, Certification",1,Often,No,Yes,Maybe,10,14,"Faster delivery, Health & safety"
43,Female,College,2,Deliveroo,44,1729,1,Navigation issues,Sometimes,5,"Communication skills, Customer service, Route optimization",Interactive app,Flexible,"Certification, Skill-building, Peer competition",3,Always,Yes,Yes,No,7,19,Fewer complaints
29,Female,High School,5,"DoorDash, Uber Eats, Zomato",33,1868,3,"Low pay, Customer complaints",Rarely,3,"Route optimization, Fitness and health",In-person,Weekends,Skill-building,4,Always,No,Yes,Maybe,8,29,"Faster delivery, Social recognition"
32,Female,College,1,"Other, Deliveroo",56,2164,1,Fatigue,Sometimes,4,Communication skills,Interactive app,Flexible,"Certification, Better income",2,Often,No,No,Yes,7,6,Faster delivery
35,Male,High School,6,"Uber Eats, Other, DoorDash",39,2119,2,"Customer complaints, Low pay",Never,3,"Safety practices, Communication skills, Route optimization, Fitness and health",Reading materials,Weekends,Certification,2,Sometimes,No,Yes,Yes,9,10,"Fewer complaints, Health & safety"
31,Non-binary,College,0,"Other, Deliveroo, DoorDash",36,1929,1,Fatigue,Never,3,"Safety practices, Communication skills, Route optimization",Interactive app,Mornings,"Better income, Certification, Peer competition",5,Sometimes,Yes,Yes,No,9,4,"Health & safety, Social recognition"
26,Female,High School,4,"DoorDash, Zomato",43,2398,2,"Customer complaints, Fatigue",Rarely,3,Customer service,Audio,Weekends,Career growth,3,Always,Yes,Yes,Yes,6,23,"Faster delivery, Health & safety"
32,Male,High School,4,"Uber Eats, DoorDash",36,1041,2,"Low pay, Fatigue, Customer complaints",Never,2,"Customer service, Safety practices, Route optimization",Reading materials,Evenings,"Better income, Career growth, Peer competition",5,Always,Yes,Yes,No,6,0,Health & safety
39,Female,High School,1,Other,41,2052,1,"Low pay, Fatigue, Customer complaints",Rarely,1,"Communication skills, Route optimization, Safety practices, Fitness and health",In-person,Evenings,"Better income, Peer competition",2,Always,Yes,Yes,Maybe,10,17,Faster delivery
22,Male,No schooling,4,Other,48,2113,2,"Navigation issues, Unsafe conditions",Often,5,"Safety practices, Fitness and health, Customer service, Route optimization",In-person,Evenings,"Certification, Career growth",5,Sometimes,Yes,Yes,No,6,3,Better income
31,Female,College,6,"DoorDash, Deliveroo",48,1180,1,Low pay,Never,3,"Route optimization, Safety practices, Fitness and health, Communication skills",Audio,Flexible,"Peer competition, Certification, Better income",1,Always,No,No,Yes,7,15,"Fewer complaints, Better income"
24,Male,College,1,"DoorDash, Talabat, Other",36,1049,3,"Unsafe conditions, Low pay, Fatigue",Sometimes,5,"Safety practices, Fitness and health, Route optimization",Videos,Evenings,"Peer competition, Certification, Career growth",4,Always,No,Yes,Yes,8,27,"Health & safety, Social recognition"
40,Female,College,4,"Zomato, Other, Talabat",40,1427,1,"Navigation issues, Fatigue",Rarely,3,Route optimization,Videos,Evenings,Skill-building,2,Always,No,Yes,Maybe,7,10,"Better income, Fewer complaints"
18,Male,High School,2,"Deliveroo, Zomato",56,1469,3,"Low pay, Fatigue",Often,1,Route optimization,In-person,Flexible,Certification,3,Rarely,No,Yes,Maybe,10,17,"Social recognition, Health & safety"
26,Male,High School,1,"Zomato, Other",50,2177,3,Fatigue,Sometimes,4,"Customer service, Communication skills, Route optimization, Safety practices",Audio,Mornings,"Skill-building, Peer competition",5,Always,Yes,No,Yes,9,6,Health & safety
33,Male,No schooling,6,"Talabat, Other, Uber Eats",66,1493,1,"Customer complaints, Navigation issues, Low pay",Sometimes,5,"Route optimization, Communication skills, Safety practices",Videos,Evenings,"Skill-building, Career growth, Better income",5,Rarely,No,Yes,Maybe,5,14,Fewer complaints
43,Male,High School,2,"Talabat, Zomato, DoorDash",57,1372,1,Navigation issues,Sometimes,2,"Safety practices, Fitness and health, Customer service, Route optimization",Interactive app,Evenings,"Peer competition, Career growth",3,Always,Yes,Yes,Maybe,6,0,"Faster delivery, Fewer complaints"
29,Male,College,1,"Zomato, Talabat",56,1494,1,"Low pay, Customer complaints, Unsafe conditions",Sometimes,5,Fitness and health,In-person,Flexible,"Skill-building, Peer competition, Career growth",5,Always,Yes,Yes,Yes,8,22,Better income
26,Male,High School,3,Deliveroo,31,2359,3,Low pay,Sometimes,1,Customer service,Interactive app,Mornings,"Career growth, Skill-building",5,Sometimes,Yes,Yes,Maybe,7,11,Faster delivery
45,Male,High School,7,Other,53,1807,1,"Customer complaints, Fatigue, Unsafe conditions",Rarely,3,"Safety practices, Route optimization",Audio,Mornings,"Career growth, Peer competition, Skill-building",3,Always,No,Yes,Yes,3,13,"Better income, Social recognition"
18,Male,High School,1,Uber Eats,44,1710,2,Fatigue,Always,5,"Customer service, Safety practices, Route optimization, Fitness and health",Interactive app,Mornings,"Certification, Better income, Career growth",1,Sometimes,No,No,Yes,5,16,Social recognition
12,Male,High School,1,"Deliveroo, Other",39,1745,3,Customer complaints,Sometimes,1,"Route optimization, Communication skills",Videos,Flexible,"Career growth, Peer competition",2,Always,Yes,Yes,Yes,7,0,"Better income, Health & safety"
34,Female,College,6,"Other, Talabat, Zomato",47,2446,1,Unsafe conditions,Sometimes,3,"Route optimization, Safety practices",Videos,Weekends,"Better income, Peer competition",1,Often,Yes,Yes,No,9,8,"Fewer complaints, Health & safety"
26,Male,College,7,DoorDash,54,1425,2,"Low pay, Unsafe conditions",Often,4,"Route optimization, Customer service, Safety practices",Reading materials,Weekends,"Career growth, Peer competition",3,Always,Yes,Yes,No,9,16,"Social recognition, Fewer complaints"
22,Female,High School,3,"DoorDash, Talabat",50,2458,1,"Fatigue, Low pay",Sometimes,1,"Communication skills, Route optimization",In-person,Evenings,"Better income, Certification, Career growth",3,Always,Yes,Yes,Yes,10,13,"Fewer complaints, Better income"
36,Female,High School,1,"DoorDash, Talabat, Zomato",36,1905,1,Customer complaints,Often,2,"Route optimization, Customer service, Safety practices",Audio,Evenings,Better income,4,Often,Yes,Yes,Maybe,6,37,Health & safety
32,Female,High School,7,"Talabat, Other",52,1720,2,Navigation issues,Sometimes,5,"Fitness and health, Communication skills, Safety practices",In-person,Evenings,"Certification, Career growth, Better income",2,Always,No,No,Maybe,6,28,"Health & safety, Better income"
25,Male,High School,6,"DoorDash, Zomato",39,3050,1,"Navigation issues, Customer complaints, Unsafe conditions",Often,1,Communication skills,Interactive app,Weekends,"Peer competition, Career growth",2,Often,No,No,No,7,16,Faster delivery
20,Female,High School,4,DoorDash,47,1272,1,Low pay,Rarely,3,"Route optimization, Fitness and health, Safety practices",Audio,Flexible,"Better income, Career growth",3,Sometimes,Yes,No,Yes,4,5,"Fewer complaints, Health & safety"
37,Male,Graduate Degree,1,"Deliveroo, Talabat, DoorDash",42,1623,3,"Customer complaints, Navigation issues, Unsafe conditions",Often,3,"Communication skills, Safety practices, Fitness and health, Customer service",Audio,Evenings,"Skill-building, Certification",4,Always,No,No,Yes,7,10,"Faster delivery, Social recognition"
35,Male,College,3,"Other, Uber Eats, Deliveroo",43,1184,1,Navigation issues,Often,2,"Customer service, Communication skills, Fitness and health",Videos,Flexible,"Skill-building, Peer competition, Certification",2,Always,Yes,Yes,Yes,7,22,Better income
29,Male,College,3,Other,53,2276,3,Customer complaints,Rarely,5,Route optimization,Interactive app,Evenings,"Skill-building, Career growth",4,Always,No,Yes,Maybe,9,141,"Fewer complaints, Health & safety"
